Appliance Name: cfeis01nas83
Appliance Product: Oracle ZFS Storage ZS4-4
Appliance Version: 2013.06.05.6.12,1-1.3
Max Percent CPU utilization:  98
Max CPU utilization time:  2017-11-6 02:03:06 98 - -
Average CPU utilization:  7.549449659147
Average ARC hit ratio:  92.414312334347
Lowest ARC hit ratio:  48
Top 30 intervals of disks above 95% utilization: 
                                         1 1524NMT055/HDD 7
                                         1 1524NMT055/HDD 7
                                         1 1524NMT04D/HDD 7
                                         1 1524NMT04G/HDD 4
                                         1 1524NMT04D/HDD 3
                                         1 1524NMT04L/HDD 2
                                         1 1524NMT04L/HDD 2
                                         1 cfeis01nas83/HDD 0
                                         1 cfeis01nas83/HDD 0
                                         1 cfeis01nas83/HDD 0
                                         1 cfeis01nas83/HDD 0
                                         1 cfeis01nas83/HDD 0
                                         1 cfeis01nas83/HDD 0
                                         1 cfeis01nas83/HDD 0
                                         1 cfeis01nas83/HDD 0
                                         1 cfeis01nas83/HDD 0
                                         1 cfeis01nas83/HDD 0
                                         1 cfeis01nas83/HDD 0
                                         1 cfeis01nas83/HDD 0
                                         1 cfeis01nas83/HDD 0
                                         1 cfeis01nas83/HDD 0
                                         1 cfeis01nas83/HDD 0
                                         1 cfeis01nas83/HDD 0
                                         1 cfeis01nas83/HDD 0
                                         1 cfeis01nas83/HDD 0
                                         1 cfeis01nas83/HDD 0
                                         1 cfeis01nas83/HDD 0
                                         1 cfeis01nas83/HDD 0
                                         1 cfeis01nas83/HDD 0
                                         1 cfeis01nas83/HDD 0
ZFS Data Analysis: 
Listing ZFS attributes: 
pool83a  allocated      95.0T                                            -
pool83a  cachefile      /var/ak/stash/com/sun/ak/xmlrpc/zfs/pool83a/obj  local
pool83a  capacity       62%                                              -
pool83a  dedupratio     1.00x                                            -
pool83a  delegation     on                                               default
pool83a  free           57.2T                                            -
pool83a  health         ONLINE                                           -
pool83a  size           152T                                             -
pool83a  version        35                                               default
ZFS Snapshot Count:  35
ZFS filesystem count:  18
Network Data Analysis: 
Dladm output: 
LINK                CLASS     MTU    STATE    OVER
ixgbe4              phys      1500   up       --
ixgbe5              phys      1500   up       --
ixgbe0              phys      1500   up       --
ixgbe2              phys      1500   down     --
e1000g0             phys      1500   up       --
ixgbe7              phys      1500   up       --
ixgbe1              phys      1500   up       --
ixgbe6              phys      1500   up       --
ixgbe3              phys      1500   down     --
usbecm0             phys      1500   up       --
aggr1               aggr      1500   up       ixgbe6 ixgbe4 ixgbe5 ixgbe7
vnic2               vnic      1500   up       aggr1
vnic1               vnic      1500   up       aggr1
vnic3               vnic      1500   up       aggr1
vnic4               vnic      1500   up       aggr1
iSCSI Max operations KB/sec :  OPS/SEC
Max iSCSI Latency: 
Max iSCSI I/O size:  -
2017-11-6 03:51:48            0          - -
2017-11-6 03:51:47            0          - -
2017-11-6 03:51:46            0          - -
2017-11-6 03:51:45            0          - -
2017-11-6 03:51:44            0          - -
2017-11-6 03:51:43            0          - -
2017-11-6 03:51:42            0          - -
2017-11-6 03:51:41            0          - -
2017-11-6 03:51:40            0          - -
2017-11-6 03:51:39            0          - -
2017-11-6 03:51:38            0          - -
2017-11-6 03:51:37            0          - -
2017-11-6 03:51:36            0          - -
2017-11-6 03:51:35            0          - -
2017-11-6 03:51:34            0          - -
2017-11-6 03:51:33            0          - -
2017-11-6 03:51:32            0          - -
2017-11-6 03:51:31            0          - -
2017-11-6 03:51:30            0          - -
2017-11-6 03:51:29            0          - -
2017-11-6 03:51:28            0          - -
2017-11-6 03:51:27            0          - -
2017-11-6 03:51:26            0          - -
2017-11-6 03:51:25            0          - -
2017-11-6 03:53:03            0          - -
2017-11-6 03:53:02            0          - -
2017-11-6 03:53:01            0          - -
2017-11-6 03:53:00            0          - -
2017-11-6 03:52:59            0          - -
2017-11-6 03:52:58            0          - -
2017-11-6 03:52:57            0          - -
2017-11-6 03:52:56            0          - -
2017-11-6 03:52:55            0          - -
2017-11-6 03:52:54            0          - -
2017-11-6 03:52:53            0          - -
2017-11-6 03:52:52            0          - -
2017-11-6 03:52:51            0          - -
2017-11-6 03:52:50            0          - -
2017-11-6 03:52:49            0          - -
2017-11-6 03:52:48            0          - -
2017-11-6 03:52:47            0          - -
2017-11-6 03:52:46            0          - -
2017-11-6 03:52:45            0          - -
2017-11-6 03:52:44            0          - -
2017-11-6 03:52:43            0          - -
2017-11-6 03:52:42            0          - -
2017-11-6 03:52:41            0          - -
2017-11-6 03:52:40            0          - -
2017-11-6 03:52:39            0          - -
2017-11-6 03:52:38            0          - -
2017-11-6 03:52:37            0          - -
2017-11-6 03:52:36            0          - -
2017-11-6 03:52:35            0          - -
2017-11-6 03:52:34            0          - -
2017-11-6 03:52:33            0          - -
2017-11-6 03:52:32            0          - -
2017-11-6 03:52:31            0          - -
2017-11-6 03:52:30            0          - -
2017-11-6 03:52:29            0          - -
2017-11-6 03:52:28            0          - -
2017-11-6 03:52:27            0          - -
2017-11-6 03:52:26            0          - -
2017-11-6 03:52:25            0          - -
2017-11-6 03:52:24            0          - -
2017-11-6 03:52:23            0          - -
2017-11-6 03:52:22            0          - -
2017-11-6 03:52:21            0          - -
2017-11-6 03:52:20            0          - -
2017-11-6 03:52:19            0          - -
2017-11-6 03:52:18            0          - -
2017-11-6 03:52:17            0          - -
2017-11-6 03:52:16            0          - -
2017-11-6 03:52:15            0          - -
2017-11-6 03:52:14            0          - -
2017-11-6 03:52:13            0          - -
2017-11-6 03:52:12            0          - -
2017-11-6 03:52:11            0          - -
2017-11-6 03:52:10            0          - -
2017-11-6 03:52:09            0          - -
2017-11-6 03:52:08            0          - -
2017-11-6 03:52:07            0          - -
2017-11-6 03:52:06            0          - -
2017-11-6 03:52:05            0          - -
2017-11-6 03:52:04            0          - -
2017-11-6 03:52:03            0          - -
2017-11-6 03:52:02            0          - -
2017-11-6 03:52:01            0          - -
2017-11-6 03:52:00            0          - -
2017-11-6 03:51:59            0          - -
2017-11-6 03:51:58            0          - -
2017-11-6 03:51:57            0          - -
2017-11-6 03:51:56            0          - -
2017-11-6 03:51:55            0          - -
2017-11-6 03:51:54            0          - -
2017-11-6 03:51:53            0          - -
2017-11-6 03:51:52            0          - -
2017-11-6 03:51:51            0          - -
2017-11-6 03:51:50            0          - -
2017-11-6 03:51:49            0          - -
2017-11-6 03:51:48            0          - -
2017-11-6 03:51:47            0          - -
2017-11-6 03:51:46            0          - -
2017-11-6 03:51:45            0          - -
2017-11-6 03:51:44            0          - -
2017-11-6 03:51:43            0          - -
2017-11-6 03:51:42            0          - -
2017-11-6 03:51:41            0          - -
2017-11-6 03:51:40            0          - -
2017-11-6 03:51:39            0          - -
2017-11-6 03:51:38            0          - -
2017-11-6 03:51:37            0          - -
2017-11-6 03:51:36            0          - -
2017-11-6 03:51:35            0          - -
2017-11-6 03:51:34            0          - -
2017-11-6 03:51:33            0          - -
2017-11-6 03:51:32            0          - -
2017-11-6 03:51:31            0          - -
2017-11-6 03:51:30            0          - -
2017-11-6 03:51:29            0          - -
2017-11-6 03:51:28            0          - -
2017-11-6 03:51:27            0          - -
2017-11-6 03:51:26            0          - -
2017-11-6 03:51:25            0          - -
2017-11-6 03:51:24            0          - -
NFS Client Count:  58379
NFS Thread Count:  1003
Max NFSv3 IOPs: 370312
Time of max NFSv3 iops (UTC):  2017-11-5 14:50:02
NFS Operations during peak NFSv3 ops:
2017-11-5 14:50:02       370312     205147 access
                                    163499 getattr
                                       555 fsstat
                                       338 lookup
                                       262 write
                                       191 setattr
                                       104 read
                                       102 readdirplus
                                        57 commit
                                        29 rename
                                        28 create
2017-11-5 14:50:03       370312     205147 access
                                    163499 getattr
                                       555 fsstat
                                       338 lookup
                                       262 write
                                       191 setattr
                                       104 read
                                       102 readdirplus
                                        57 commit
                                        29 rename
                                        28 create
2017-11-5 14:50:04       216125     121555 access
                                     93463 getattr
                                       540 fsstat
                                       177 lookup
                                       166 write
                                        65 readdirplus
                                        65 commit
                                        42 read
                                        39 setattr
                                         7 create
                                         5 rename
                                         1 remove
2017-11-5 14:50:05       110686      58068 getattr
                                     49696 access
                                       900 lookup
                                       656 readdirplus
                                       533 fsstat
                                       366 write
                                       286 commit
                                        91 read
                                        33 create
                                        30 rename
                                        23 setattr
                                         4 remove
2017-11-5 14:50:06        59456      30550 getattr
                                     26056 access
                                       863 readdirplus
                                       532 lookup
                                       505 fsstat
                                       452 write
                                       380 commit
                                        61 read
                                        22 create
                                        18 rename
                                        13 setattr
                                         4 remove
2017-11-5 14:50:07        33149      19122 getattr
                                     11190 access
                                       966 readdirplus
                                       518 fsstat
                                       465 lookup
                                       431 write
                                       396 commit
                                        43 read
                                         8 setattr
                                         5 create
                                         3 rename
                                         1 remove
                                         1 readlink
2017-11-5 14:50:08        39171      21198 getattr
                                     13227 access
                                      1437 lookup
                                       991 readdirplus
                                       946 read
                                       510 fsstat
                                       423 write
                                       400 commit
                                        18 readlink
                                        11 setattr
                                         5 create
                                         3 remove
                                         2 rename
2017-11-5 14:50:09        34446      19563 getattr
                                     11293 access
                                       897 readdirplus
                                       801 read
                                       555 fsstat
                                       509 lookup
                                       413 write
                                       388 commit
                                        11 setattr
                                         5 remove
                                         5 create
                                         3 rename
                                         3 readlink
2017-11-5 14:50:10        26866      15114 getattr
                                      8085 access
                                       965 readdirplus
Highest NFSv3 Read and Write operations broken down by time: 
2017-11-5 06:41:11 22779 write
2017-11-5 06:41:06 22489 write
2017-11-5 06:37:36 19865 read
2017-11-5 06:37:35 19865 read
2017-11-5 06:41:01 19125 write
2017-11-5 06:41:32 18537 write
2017-11-5 06:41:31 18537 write
2017-11-5 06:40:10 15994 write
2017-11-5 06:40:09 15994 write
2017-11-5 06:40:01 15710 write
2017-11-5 06:22:03 15433 read
2017-11-5 06:41:33 15285 write
2017-11-5 06:40:11 15239 write
2017-11-5 06:41:05 15204 write
2017-11-5 06:41:30 14949 write
2017-11-5 06:41:13 14827 write
2017-11-5 06:41:12 14827 write
2017-11-5 06:41:00 14706 write
2017-11-5 06:41:02 14298 write
2017-11-5 06:11:58 13659 read
2017-11-5 06:41:03 13303 write
2017-11-5 06:40:00 13289 write
2017-11-5 07:22:45 13276 read
2017-11-5 06:48:28 13027 read
2017-11-5 06:40:02 12699 write
2017-11-5 06:59:00 12575 read
2017-11-5 06:42:05 12366 write
2017-11-5 06:42:04 12000 write
2017-11-5 06:42:03 12000 write
2017-11-5 06:42:28 11106 write
2017-11-5 11:00:01 11102 read
2017-11-5 06:40:08 11036 write
2017-11-5 06:02:08 10843 read
2017-11-5 06:41:34 10621 write
2017-11-5 06:41:29 10533 write
2017-11-5 06:41:35 10307 write
2017-11-6 00:00:10 10014 write
2017-11-5 06:42:02 9926 write
2017-11-5 06:40:35 9905 write
2017-11-5 06:40:36 9862 write
2017-11-5 07:01:56 9674 read
2017-11-5 05:52:58 9587 read
2017-11-5 06:42:31 9535 write
2017-11-5 06:40:59 9407 write
2017-11-5 06:42:00 9324 write
2017-11-5 06:42:30 9220 write
2017-11-5 06:50:18 9005 write
2017-11-5 06:45:12 8844 write
2017-11-5 06:50:10 8806 write
2017-11-5 06:31:03 8731 read
2017-11-5 06:44:56 8714 write
2017-11-5 06:40:34 8677 write
2017-11-5 07:12:58 8582 read
2017-11-5 06:45:20 8501 write
2017-11-5 06:41:59 8329 write
2017-11-5 06:39:59 8327 write
2017-11-5 06:45:13 8314 write
2017-11-5 06:44:55 8249 write
2017-11-5 06:44:54 8157 write
2017-11-5 05:39:23 8069 read
2017-11-5 06:45:29 8063 write
2017-11-5 06:40:33 8036 write
2017-11-5 06:42:06 8013 write
2017-11-5 06:42:01 7999 write
2017-11-5 06:42:35 7947 write
2017-11-5 06:45:21 7946 write
2017-11-5 04:34:29 7897 read
2017-11-5 06:42:36 7853 write
2017-11-5 06:45:05 7825 write
2017-11-5 06:45:04 7825 write
2017-11-5 06:41:57 7796 write
2017-11-5 05:29:04 7782 read
2017-11-5 06:40:28 7758 write
2017-11-5 07:08:59 7717 read
2017-11-5 06:45:37 7675 write
2017-11-5 04:55:04 7642 read
2017-11-5 06:45:36 7616 write
2017-11-5 08:25:37 7565 read
2017-11-5 06:45:28 7561 write
2017-11-5 08:25:36 7519 read
2017-11-5 06:42:43 7518 write
2017-11-5 06:44:32 7516 write
2017-11-5 06:42:33 7505 write
2017-11-5 06:41:36 7477 write
2017-11-5 06:40:32 7461 write
2017-11-5 05:29:11 7412 read
2017-11-5 06:46:01 7410 write
2017-11-5 07:43:49 7404 read
2017-11-5 06:42:24 7386 write
2017-11-5 06:42:32 7349 write
2017-11-5 06:45:54 7340 write
2017-11-5 06:45:38 7334 write
2017-11-5 06:44:36 7332 write
2017-11-5 06:44:44 7321 write
2017-11-5 06:42:37 7321 write
2017-11-5 06:45:14 7318 write
2017-11-5 06:44:22 7312 write
2017-11-5 04:15:44 7301 read
2017-11-5 06:44:03 7288 write
2017-11-5 06:42:42 7277 write
Avg NFSv3 IOPs: 31092.8
Max NFSv3 Latency (microseconds): 6000000
Avg NFSv3 Latency (microseconds):  6403.25
Max NFSv3 Op size (bytes):  -
NFSv3 Op Size, highest 100 ops/sec broken down by size: 
DATE/TIME               OPS/SEC    OPS/SEC BREAKDOWN
2017-11-6 04:09:22            -          - -
2017-11-6 04:09:21            -          - -
2017-11-6 04:09:20            -          - -
2017-11-6 04:09:19            -          - -
2017-11-6 04:09:18            -          - -
2017-11-6 04:09:17            -          - -
2017-11-6 04:09:16            -          - -
2017-11-6 04:09:15            -          - -
2017-11-6 04:09:14            -          - -
2017-11-6 04:09:13            -          - -
2017-11-6 04:09:12            -          - -
2017-11-6 04:09:11            -          - -
2017-11-6 04:09:10            -          - -
2017-11-6 04:09:09            -          - -
2017-11-6 04:09:08            -          - -
2017-11-6 04:09:07            -          - -
2017-11-6 04:09:06            -          - -
2017-11-6 04:09:05            -          - -
2017-11-6 04:09:04            -          - -
2017-11-6 04:09:03            -          - -
2017-11-6 04:09:02            -          - -
2017-11-6 04:09:01            -          - -
2017-11-6 04:09:00            -          - -
2017-11-6 04:08:59            -          - -
2017-11-6 04:08:58            -          - -
2017-11-6 04:08:57            -          - -
2017-11-6 04:08:56            -          - -
2017-11-6 04:08:55            -          - -
2017-11-6 04:08:54            -          - -
2017-11-6 04:08:53            -          - -
2017-11-6 04:08:52            -          - -
2017-11-6 04:08:51            -          - -
2017-11-6 04:08:50            -          - -
2017-11-6 04:08:49            -          - -
2017-11-6 04:08:48            -          - -
2017-11-6 04:08:47            -          - -
2017-11-6 04:08:46            -          - -
2017-11-6 04:08:45            -          - -
2017-11-6 04:08:44            -          - -
2017-11-6 04:08:43            -          - -
2017-11-6 04:08:42            -          - -
2017-11-6 04:08:41            -          - -
2017-11-6 04:08:40            -          - -
2017-11-6 04:08:39            -          - -
2017-11-6 04:08:38            -          - -
2017-11-6 04:08:37            -          - -
2017-11-6 04:08:36            -          - -
2017-11-6 04:08:35            -          - -
2017-11-6 04:08:34            -          - -
2017-11-6 04:08:33            -          - -
2017-11-6 04:08:32            -          - -
2017-11-6 04:08:31            -          - -
2017-11-6 04:08:30            -          - -
2017-11-6 04:08:29            -          - -
2017-11-6 04:08:28            -          - -
2017-11-6 04:08:27            -          - -
2017-11-6 04:08:26            -          - -
2017-11-6 04:08:25            -          - -
2017-11-6 04:08:24            -          - -
2017-11-6 04:08:23            -          - -
2017-11-6 04:08:22            -          - -
2017-11-6 04:08:21            -          - -
2017-11-6 04:08:20            -          - -
2017-11-6 04:08:19            -          - -
2017-11-6 04:08:18            -          - -
2017-11-6 04:08:17            -          - -
2017-11-6 04:08:16            -          - -
2017-11-6 04:08:15            -          - -
2017-11-6 04:08:14            -          - -
2017-11-6 04:08:13            -          - -
2017-11-6 04:08:12            -          - -
2017-11-6 04:08:11            -          - -
2017-11-6 04:08:10            -          - -
2017-11-6 04:08:09            -          - -
2017-11-6 04:08:08            -          - -
2017-11-6 04:08:07            -          - -
2017-11-6 04:08:06            -          - -
2017-11-6 04:08:05            -          - -
2017-11-6 04:08:04            -          - -
2017-11-6 04:08:03            -          - -
2017-11-6 04:08:02            -          - -
2017-11-6 04:08:01            -          - -
2017-11-6 04:08:00            -          - -
2017-11-6 04:07:59            -          - -
2017-11-6 04:07:58            -          - -
2017-11-6 04:07:57            -          - -
2017-11-6 04:07:56            -          - -
2017-11-6 04:07:55            -          - -
2017-11-6 04:07:54            -          - -
2017-11-6 04:07:53            -          - -
2017-11-6 04:07:52            -          - -
2017-11-6 04:07:51            -          - -
2017-11-6 04:07:50            -          - -
2017-11-6 04:07:49            -          - -
2017-11-6 04:07:48            -          - -
2017-11-6 04:07:47            -          - -
2017-11-6 04:07:46            -          - -
2017-11-6 04:07:45            -          - -
2017-11-6 04:07:44            -          - -
Max NFSv4 IOPs: 5087
Time of max NFSv4 iops (UTC):  2017-11-5 20:52:15
NFS Operations during peak NFSv4 ops:
2017-11-5 20:52:15         5087       1569 getattr
                                      1188 putfh
                                       425 access
                                       381 savefh
                                       381 restorefh
                                       381 open
                                       381 getfh
                                       381 close
2017-11-5 20:52:16         2008        642 getattr
                                       501 putfh
                                       165 access
                                       141 savefh
                                       141 restorefh
                                       141 open
                                       141 getfh
                                       136 close
2017-11-5 20:52:17            0          - -
2017-11-5 20:52:18            0          - -
2017-11-5 20:52:19          706        221 getattr
                                       173 putfh
                                        64 access
                                        56 close
                                        48 savefh
                                        48 restorefh
                                        48 open
                                        48 getfh
2017-11-5 20:52:20            0          - -
2017-11-5 20:52:21            0          - -
2017-11-5 20:52:22            0          - -
2017-11-5 20:52:23            0          - -
2017-11-5 20:52:24            0          - -
2017-11-5 20:52:25            0          - -
2017-11-5 20:52:26            4          1 renew
                                         1 putfh
                                         1 getattr
                                         1 close
2017-11-5 20:52:27            0          - -
2017-11-5 20:52:28            0          - -
2017-11-5 20:52:29            0          - -
2017-11-5 20:52:31            0          - -
2017-11-5 20:52:32            0          - -
2017-11-5 20:52:33            0          - -
2017-11-5 20:52:34            0          - -
2017-11-5 20:52:35            0          - -
2017-11-5 20:52:36            0          - -
2017-11-5 20:52:37            0          - -
2017-11-5 20:52:38            0          - -
2017-11-5 20:52:39            0          - -
2017-11-5 20:52:40            0          - -
2017-11-5 20:52:41            0          - -
2017-11-5 20:52:42            1          1 renew
2017-11-5 20:52:43            0          - -
2017-11-5 20:52:44           60         18 getattr
                                        17 putfh
                                        10 access
                                         2 savefh
                                         2 restorefh
                                         2 open-confirm
                                         2 open
                                         2 getfh
                                         2 close
                                         1 setclientid-confirm
                                         1 setclientid
                                         1 putrootfh
2017-11-5 20:52:45            0          - -
2017-11-5 20:52:46            6          3 putfh
                                         3 getattr
2017-11-5 20:52:47            2          1 putfh
                                         1 getattr
2017-11-5 20:52:48            2          1 putfh
                                         1 getattr
2017-11-5 20:52:49            1          1 renew
2017-11-5 20:52:50            0          - -
2017-11-5 20:52:51            1          1 renew
2017-11-5 20:52:52            0          - -
2017-11-5 20:52:53            4          2 putfh
                                         2 getattr
2017-11-5 20:52:54            0          - -
2017-11-5 20:52:55            0          - -
2017-11-5 20:52:56            0          - -
2017-11-5 20:52:57            2          1 putfh
                                         1 getattr
2017-11-5 20:52:58            0          - -
2017-11-5 20:52:59            4          2 putfh
                                         2 getattr
2017-11-5 20:53:00            1          1 renew
2017-11-5 20:53:01            0          - -
2017-11-5 20:53:02            0          - -
2017-11-5 20:53:03            3          3 renew
2017-11-5 20:53:04            0          - -
2017-11-5 20:53:05            0          - -
2017-11-5 20:53:06            0          - -
2017-11-5 20:53:07            0          - -
2017-11-5 20:53:08            0          - -
2017-11-5 20:53:09            0          - -
2017-11-5 20:53:10            0          - -
2017-11-5 20:53:11            0          - -
2017-11-5 20:53:12            0          - -
2017-11-5 20:53:13            0          - -
2017-11-5 20:53:14            0          - -
Avg NFSv4 IOPs: 1.60575
Max NFSv4 Latency (microseconds): -
Avg NFSv4 Latency (microseconds):  0
Max NFSv4 Op size (bytes):  1048576
NFSv4 Op Size, highest 100 ops/sec broken down by size: 
DATE/TIME               OPS/SEC    OPS/SEC BREAKDOWN
2017-11-6 00:52:31         2216        141 1048576
2017-11-5 23:05:12         2205         86 1048576
2017-11-6 03:05:32         2132        120 1048576
2017-11-5 12:52:06         2032        190 1048576
2017-11-5 08:52:13         1942        223 1048576
2017-11-5 04:52:36         1911        202 1048576
2017-11-5 15:05:41         1845        102 1048576
2017-11-5 11:05:04         1841        198 1048576
2017-11-5 19:05:28         1686         88 1048576
2017-11-5 20:52:16         1152         41 1048576
2017-11-5 16:52:17         1081         99 1048576
2017-11-5 16:52:16         1073         29 1048576
2017-11-5 07:05:49         1031        164 1048576
2017-11-5 07:05:48          921         81 1048576
2017-11-5 13:18:04          798         12 1048576
2017-11-5 23:06:03          626         28 1048576
2017-11-5 20:53:26          619         12 1048576
2017-11-6 00:53:36          618         32 1048576
2017-11-5 20:52:19          613         13 1048576
2017-11-6 03:06:42          611         24 1048576
2017-11-6 00:52:35          608         43 1048576
2017-11-5 19:06:37          583         38 1048576
2017-11-5 15:06:51          581         36 1048576
2017-11-5 16:53:26          580         18 1048576
2017-11-5 15:05:44          579         18 1048576
2017-11-6 03:05:35          578          9 1048576
2017-11-5 04:52:39          578         29 1048576
2017-11-5 08:53:23          562         48 1048576
2017-11-5 11:05:07          560         24 1048576
2017-11-5 16:52:19          556         55 1048576
2017-11-5 04:53:36          554         50 1048576
2017-11-5 11:06:02          546         69 1048576
2017-11-5 19:05:27          543         51 1048576
2017-11-5 07:06:58          542         46 1048576
2017-11-5 12:52:09          522         80 1048576
2017-11-5 12:53:16          514         36 1048576
2017-11-5 08:52:16          504         99 1048576
2017-11-5 23:05:15          423         16 1048576
2017-11-5 12:59:39          371         56 1048576
2017-11-5 19:05:30          353         23 1048576
2017-11-5 15:05:42          324         26 1048576
2017-11-5 07:05:51          314          6 1048576
2017-11-5 19:05:31          312         28 1048576
2017-11-5 07:05:52          289         13 1048576
2017-11-5 20:52:15          279         19 1048576
2017-11-5 13:13:08          209         35 1048576
2017-11-6 03:05:31          199          3 1048576
2017-11-5 23:05:14          190          3 262144
2017-11-5 13:16:02          189          1 1048576
2017-11-5 12:59:38          145          6 1048576
2017-11-5 13:12:03          120         32 1048576
2017-11-5 13:17:48          117         17 1048576
2017-11-5 13:18:05          104          5 1048576
